user_id,birth_day,birth_month,birth_year,location,gender
1705688,10,8,1967,New York,M
9976367,5,6,1988,Louisville,F
6817384,19,4,1994,Rockville,M
9985056,24,11,1993,East Granby,M
4069380,23,4,1987,Seattle,M
8057387,13,9,1974,Greensboro,M
5809027,10,6,1996,Philadelphia,M
6620958,25,8,1996,Weehawken,M
9662070,17,4,1991,Columbus,M
8820969,17,4,1975,Weirton,M
4820412,30,4,1993,Seattle,F
5513595,6,6,1985,Los Angeles,F
5435492,24,6,1995,Clifton Park,F
341587,14,4,1972,Middletown,M
4208258,17,9,1992,Houston,M
2915980,4,11,1975,Abington,M
4359532,29,4,1992,Middletown,F
3997757,19,9,1986,Lawrence Township,M
7434639,30,4,1986,New York,F
7413726,17,4,1975,Cockeysville,F
4401485,29,6,1985,Wyckoff,M
970548,17,11,1961,Philadelphia,M
3106893,20,11,1993,New York,M
5972909,17,9,1984,Yucaipa,M
9943688,27,9,1997,White Plains,M
2798344,1,4,1984,Lake Forest,M
7666484,19,11,1966,Vernon Rockville,F
7658037,6,6,1985,East Granby,M
2999519,14,9,1981,Philadelphia,F
650709,13,8,1998,Los Angeles,M
6480953,21,8,1984,Colorado Springs,M
9672386,9,6,1975,Houston,M
2440295,17,6,1978,Louisville,M
7163505,24,11,1989,Philadelphia,M
9169747,3,8,1993,Wyckoff,M
8208707,22,6,1996,Charleston,M
6685685,1,9,1996,Charleston,M
7898132,24,11,1976,New York,F
6022450,4,11,1984,East Granby,F
3478622,28,4,1966,Charleston,F
8670034,10,4,1964,Weehawken,M
2405121,5,4,1998,Indianapolis,M
3152246,9,11,1990,New York,F
3988090,1,11,1986,Pittsburgh,F
757752,25,9,1980,Clifton Park,M
9196256,7,4,1982,Fairfield,M
151917,2,11,1992,Lawrence Township,M
9989880,14,6,1995,New York,M
99751,6,9,1987,Phoenix,M
1667646,20,6,1988,Cockeysville,M
1052348,11,9,1988,Columbus,M
5323360,22,9,1956,Seattle,F
2789077,29,6,1979,Louisville,F
4092518,1,9,1994,Charleston,M
3295292,23,11,1984,Los Angeles,F
7236431,18,9,1964,Pittsburgh,M
3171680,29,6,1988,Charleston,
5119374,11,6,1987,Cockeysville,F
6904770,5,8,1994,Abington,F
8253745,13,9,1990,Los Angeles,M
7116839,21,9,1979,Weirton,M
3948274,6,8,1988,Charleston,M
4954947,6,8,1991,New York,F
7115948,18,9,1985,Philadelphia,M
4531360,27,8,1986,Abington,M
3266329,14,11,1968,Fairfield,M
5180812,22,9,1983,Lawrence Township,M
5393517,26,6,1998,East Granby,M
4622320,5,11,1989,Indianapolis,M
9168300,13,9,1986,Weirton,M
9251264,27,11,1988,Charleston,M
5748675,17,9,1980,Columbus,M
9249754,28,4,1995,Greensboro,M
2250160,29,11,1993,Vernon Rockville,F
6774281,24,6,1993,Lawrence Township,F
9009003,15,9,1995,Arcadia,F
7689767,4,4,1996,Los Angeles,M
6889564,5,6,1950,Philadelphia,
4506636,5,8,1987,Weehawken,M
6883357,5,6,1978,Indianapolis,M
6487929,16,9,1981,East Granby,M
2304612,29,4,1974,Bartow,M
594642,12,11,1990,East Granby,M
947866,28,6,1996,Yucaipa,M
8359865,10,8,1969,Cockeysville,M
1846246,10,6,1985,Los Angeles,M
365622,20,8,1986,Pittsburgh,M
9026995,13,9,1957,New York,M
4214952,7,9,1973,,M
8708227,2,9,1981,East Granby,M
5067473,3,4,1984,New York,M
6836509,9,9,1952,Los Angeles,M
7599099,5,9,1972,Weirton,M
6367329,20,8,1978,Charleston,M
4427312,26,11,1990,Ocala,M
7867827,14,8,1988,Cockeysville,M
6358536,20,6,1988,Indianapolis,M
2456612,17,6,1983,Phoenix,M
9707703,2,11,1992,Indianapolis,M
6540881,21,8,2003,Peoria Heights,M
633613,19,8,1998,Bartow,M
5754368,1,4,1998,Clifton Park,M
991576,19,8,1992,White Plains,M
5034730,2,6,1986,Clearwater,M
8836989,1,4,1987,Charleston,M
6980554,4,11,1998,Peoria Heights,M
8937248,15,8,1990,Charleston,F
5761499,1,11,2001,Lake Forest,M
176460,19,8,1974,Voorhees,M
8795458,5,8,1992,Denver,M
8931934,22,11,1985,White Plains,M
9442737,8,6,1992,Louisville,M
6103071,30,4,1986,Lawrence Township,M
4127102,12,9,1986,Clifton Park,F
7874501,5,9,1993,Bartow,M
2333042,16,11,1985,Columbus,M
3781607,29,4,1992,Greensboro,M
8860467,21,4,1988,Columbus,M
5018723,8,8,1978,Pittsburgh,M
3109489,6,11,1960,Philadelphia,F
8143130,3,9,1991,Seattle,M
2801487,8,11,1982,Denver,M
2109110,1,11,1985,Pittsburgh,M
3694995,23,4,1999,Los Angeles,M
3058352,18,6,1994,Rochester,M
4614462,20,11,1993,Rochester,M
7447262,10,11,1998,Lake Forest,M
2367130,15,9,1991,Weirton,M
1898008,14,4,1982,Philadelphia,F
7490015,23,11,1998,Indianapolis,F
7672599,17,8,1990,New York,M
3084008,23,9,1971,Clearwater,M
7329142,22,4,1989,Philadelphia,M
5687549,20,8,1997,Peoria Heights,F
3022882,12,9,1991,Clifton Park,M
182160,10,8,1986,Los Angeles,M
3839583,17,11,1976,Clifton Park,M
4106086,26,9,1961,Seattle,F
9146844,28,6,1991,Los Angeles,M
2887051,21,4,1984,Cockeysville,M
6366747,7,4,1976,New York,M
5074832,28,8,1985,New York,M
1369072,13,11,1975,New York,M
1763455,8,9,1988,Philadelphia,F
4728845,26,4,1986,Charleston,M
699058,21,4,1995,Bartow,M
3029948,1,9,1986,Indianapolis,M
1566918,22,8,1991,New York,M
5699668,21,8,1979,Charleston,M
2628345,3,6,1984,Louisville,F
5763010,12,9,1976,Houston,F
6756465,20,11,1998,Louisville,M
4859355,17,4,1984,Fairfield,M
706923,13,11,1995,Philadelphia,F
7787443,20,8,1992,Columbus,M
246244,11,8,1996,Charleston,M
1195909,29,11,1986,East Granby,M
9591366,15,4,1997,Columbus,M
4482155,19,8,1991,Windsor Mill,M
5777588,14,8,1986,Philadelphia,M
7195744,3,11,1996,White Plains,M
2155443,4,6,1984,New York,F
6095135,27,9,1969,Clearwater,M
9800114,8,9,1972,Middletown,F
3457809,23,11,1998,Los Angeles,F
2984583,7,9,1961,Voorhees,M
1315279,18,8,1979,Lawrence Township,M
9563255,23,6,1990,Los Angeles,F
5331882,5,6,1974,Clifton Park,M
8679211,13,11,1998,Fairfield,M
5892480,18,9,1976,Philadelphia,M
761378,10,8,1990,Charleston,M
2010730,8,8,1989,Arcadia,M
4788871,7,9,2000,Seattle,F
8767192,11,6,1969,Charleston,M
270084,29,8,1981,Pittsburgh,M
4471194,27,9,1991,Rochester,M
6716633,20,8,1996,Bartow,F
6606377,29,4,1987,Clearwater,M
6419261,16,11,1983,Phoenix,M
9629915,16,6,1984,Cockeysville,M
6731171,2,9,1984,Yucaipa,M
5622286,27,9,1978,Bartow,M
4691495,15,9,1994,Philadelphia,
7547922,30,8,1993,Windsor Mill,M
6470039,27,11,1973,Seattle,M
6745068,28,9,1997,Lake Forest,
783800,2,9,1996,Weirton,M
5250317,8,4,1974,White Plains,M
166459,11,4,1959,Los Angeles,M
3664051,9,8,1988,Columbus,M
8881338,25,11,1997,Pittsburgh,M
1807438,24,8,1976,Pittsburgh,M
7073923,17,9,1997,Bartow,M
8954859,6,11,1987,East Granby,M
9801208,16,4,1967,Columbus,M
911875,18,8,1979,Pittsburgh,M
7238897,14,9,1995,Philadelphia,M
120480,3,6,1986,Wyckoff,M
285586,29,11,1990,Los Angeles,M
5228630,21,8,1976,Denver,M
8275188,28,4,1970,East Granby,M
6516482,18,11,1991,East Granby,M
1042832,27,6,1992,Weehawken,M
7365993,25,6,1980,Los Angeles,M
6873161,26,4,1990,New York,M
7932652,17,8,1998,Philadelphia,M
1692581,6,8,1981,Columbus,M
7243485,5,9,1996,White Plains,F
9205724,10,8,2003,Clifton Park,M
3113708,6,6,1987,Peoria Heights,F
4978273,24,11,1991,Indianapolis,F
5221428,16,11,1970,Charleston,M
3624398,15,11,1994,Philadelphia,F
6723878,11,8,1984,Columbus,F
2952806,12,6,1989,Weehawken,M
1335090,8,11,1983,Denver,M
562195,30,4,1999,Clearwater,M
3775901,23,6,1977,Bartow,M
8041983,15,6,1985,Weehawken,F
1551309,1,6,1987,East Granby,F
5720699,25,4,1993,New York,F
6177887,21,8,1990,Louisville,M
3972838,6,8,1988,Los Angeles,F
7739231,8,4,1992,Charleston,M
244992,12,9,1993,Denver,F
2640175,3,9,1977,Cockeysville,F
1837827,10,4,1959,Los Angeles,M
4095988,28,4,1985,Denver,M
8527803,25,6,1979,New York,F
7919536,4,6,1957,Phoenix,M
1685536,7,9,2003,Peoria Heights,F
9344471,13,4,1996,Colorado Springs,M
8060809,17,6,1985,Yucaipa,M
5177696,22,11,1994,East Granby,M
1694875,15,6,1985,Clifton Park,F
6018680,25,6,1979,New York,F
2290622,15,8,1988,New York,F
9038260,27,11,1977,Houston,F
1905884,27,4,1986,Vernon Rockville,M
9172973,11,4,1976,Pittsburgh,F
7223635,2,4,1978,Philadelphia,M
8831687,5,6,1992,Clearwater,M
8501247,30,8,1987,Lawrence Township,M
1284158,9,9,1996,Wyckoff,F
1198372,17,9,1952,Louisville,M
7078921,13,9,1976,Vernon Rockville,F
6634192,11,4,1983,Charleston,M
7906333,9,4,1995,Lawrence Township,M
1825189,23,6,1981,Philadelphia,M
1569467,27,11,1989,Charleston,M
1325355,11,8,1992,East Granby,M
710468,23,11,1986,East Granby,M
7928797,14,9,1976,Windsor Mill,M
4622991,25,9,1972,Philadelphia,M
1352913,29,9,1986,Indianapolis,F
5164816,9,8,1985,Clearwater,M
2009921,26,9,1974,Philadelphia,M
982151,24,11,1975,Philadelphia,M
5727339,19,8,1984,Wyckoff,F
1209455,14,8,1982,Philadelphia,M
433206,29,4,1964,New York,M
5454441,1,9,1982,Denver,M
301602,10,9,1986,Weehawken,M
1391780,23,11,1955,Louisville,M
2846566,5,6,1975,Weirton,F
5357664,3,11,1997,Philadelphia,M
3204206,13,6,1986,Philadelphia,M
854806,3,4,1985,Abington,
5594162,5,4,1984,New York,M
3878184,18,11,1979,Philadelphia,F
1765761,8,6,1959,Voorhees,M
4371409,7,6,1989,East Granby,F
4643563,6,6,1986,Charleston,M
8073197,25,8,1978,Philadelphia,M
1822624,30,11,1988,East Granby,M
5241597,20,6,1967,Philadelphia,M
5001249,30,11,1975,Rochester,M
1056270,24,6,1984,Greensboro,F
1697227,12,11,1998,Pittsburgh,M
6337041,29,8,1990,Clearwater,M
7565892,14,11,1986,Bartow,M
9657397,3,11,1979,Houston,F
1325911,29,6,1990,Bartow,M
9152930,7,9,1983,Clearwater,M
1653594,29,8,1981,Lawrence Township,M
7136068,25,8,1992,Indianapolis,M
2194682,18,11,1992,New York,M
5117407,21,4,2002,Clifton Park,M
9833219,21,9,1986,Phoenix,F
226435,24,4,1993,Columbus,M
7389368,17,8,1987,Peoria Heights,M
4055006,15,11,1986,Pittsburgh,M
7219715,7,8,1976,Philadelphia,M
4033338,20,8,1995,Lawrence Township,M
3811454,23,6,1987,Columbus,F
1022255,14,9,1997,Voorhees,M
3530496,4,6,1991,White Plains,M
2406015,3,8,1982,Voorhees,F
1191946,7,11,1990,Indianapolis,M
7568921,29,11,1992,Houston,M
957895,21,9,1955,Vernon Rockville,M
2632643,15,11,1988,Philadelphia,M
555648,13,6,1973,Clearwater,M
5717855,26,8,1995,Clifton Park,M
4494035,20,9,1988,Philadelphia,M
4175387,8,11,1976,Windsor Mill,F
2436096,24,11,1963,East Granby,M
2204954,6,8,1984,Clifton Park,M
8096312,27,9,1987,Philadelphia,F
1103642,10,8,1979,Windsor Mill,M
4788037,28,4,1968,New York,M
9921424,5,8,1989,New York,M
875839,19,11,1993,Yucaipa,M
796162,17,11,1975,Vernon Rockville,M
8408677,12,9,1978,Indianapolis,M
1461295,15,8,1987,Denver,M
7233058,17,4,1988,Phoenix,M
1256232,14,11,1993,Charleston,M
4726576,23,6,1997,Pittsburgh,M
3356853,28,11,1974,White Plains,F
7690142,17,8,1997,Ocala,M
236727,14,6,1978,Weirton,M
8712072,8,9,1986,Louisville,F
1340661,28,11,1983,Abington,F
3897506,6,4,1997,East Granby,M
6224794,21,4,1986,White Plains,M
6255045,6,6,1957,East Granby,F
9304638,10,9,1992,Lawrence Township,F
9194532,27,8,1996,Philadelphia,M
6588353,6,9,1998,Los Angeles,M
8013915,22,6,1987,Rockville,M
230449,20,4,1998,Philadelphia,F
701937,20,4,1971,Philadelphia,
6900473,6,11,1983,Vernon Rockville,M
1819386,26,6,1994,Yucaipa,M
4631323,10,8,1967,Windsor Mill,F
7855641,2,9,1990,Peoria Heights,F
1767785,11,6,1990,Lawrence Township,M
136656,1,9,1960,Ocala,M
8353048,15,11,1995,Philadelphia,M
8879489,29,9,1965,Philadelphia,M
2562511,10,9,2000,Los Angeles,F
3632908,21,6,1973,Greensboro,M
7983469,18,8,1998,New York,M
3996399,2,9,1988,East Granby,M
8563766,14,11,1957,Voorhees,M
3883792,6,8,1976,Charleston,M
9146248,15,6,1988,Los Angeles,F
1757779,20,9,1985,Los Angeles,F
790243,12,6,1992,Cockeysville,M
5709166,12,8,1970,East Granby,M
4910802,6,4,1977,Peoria Heights,M
6906916,14,11,1993,Fairfield,M
6438461,27,9,1992,Columbus,M
7028713,11,11,1990,Columbus,M
8770919,10,11,1980,New York,F
5503508,21,8,1985,Denver,M
7808254,18,11,1968,Los Angeles,M
8397059,20,4,1999,Ocala,F
6570271,6,9,1950,Yucaipa,F
7079157,30,6,1990,Seattle,F
6819272,13,11,1987,Weirton,M
5313984,3,6,1995,Lawrence Township,M
2295160,2,11,1987,Pittsburgh,M
3800780,30,8,1997,Weirton,M
1130277,18,11,1986,Seattle,M
9753123,5,8,1987,Charleston,M
9256722,17,4,1995,Lake Forest,F
4872859,20,4,2002,New York,M
8747459,13,6,1978,Vernon Rockville,F
1280951,15,9,1968,Weehawken,M
9302948,27,8,1989,Weirton,M
854409,9,9,1982,Bartow,F
5379531,22,11,1993,Weehawken,M
6834002,8,11,1974,New York,M
3376415,23,8,1990,Bartow,F
8906844,2,4,2003,Lawrence Township,M
3334282,13,11,1959,New York,M
129823,15,11,2003,Cockeysville,M
8778817,15,4,1985,Vernon Rockville,M
4923163,26,11,1992,Bartow,F
5420243,14,8,1955,Windsor Mill,M
1588177,24,8,1990,White Plains,M
5762495,2,6,2003,Seattle,M
4135148,27,4,1985,Philadelphia,M
8266439,21,4,1991,Charleston,M
2778883,5,11,1997,Pittsburgh,M
7213625,3,9,1988,New York,M
9235420,14,4,1990,New York,M
443236,29,11,1991,White Plains,M
7378909,3,11,1979,Rockville,
3701858,11,11,1992,Columbus,M
9952209,24,6,1952,Charleston,M
9016303,26,8,1986,Cockeysville,F
1632275,7,11,1960,White Plains,M
4140918,3,8,1995,Philadelphia,M
7053628,25,8,1998,East Granby,M
7870040,18,4,1990,Bartow,F
6121414,25,8,1991,Weirton,F
3841858,17,6,1985,Abington,M
2722731,11,4,1977,Rochester,M
3592103,23,9,1953,Houston,M
6937095,19,4,1982,Los Angeles,M
3724294,12,9,1992,Clearwater,M
1809060,9,6,1953,New York,M
4868153,30,4,1989,Houston,M
8344259,9,9,1986,Charleston,M
3741178,2,6,1992,Columbus,M
3415187,23,6,1977,Weehawken,F
5827295,27,9,2001,Greensboro,M
687922,30,4,1996,Los Angeles,M
5203977,19,6,1992,Charleston,F
3255955,3,11,1973,Philadelphia,M
7348111,18,4,1991,Rockville,M
2705458,12,6,1987,Weirton,F
2795152,8,6,1988,Bartow,M
1998528,21,9,1997,Philadelphia,M
108786,10,11,1997,Colorado Springs,M
1718639,18,9,1981,Columbus,F
3481442,30,4,1981,Arcadia,M
1190866,17,4,1984,Los Angeles,M
1407447,18,8,1956,Phoenix,M
5132417,28,4,1996,Cockeysville,M
9496984,10,11,1987,New York,M
3990671,1,4,1990,Los Angeles,F
5664095,22,11,1987,White Plains,M
1508929,23,11,1996,New York,M
9222228,15,8,1996,Charleston,M
9730592,15,9,1997,Philadelphia,F
1778205,3,4,2002,Seattle,M
3156474,17,6,1976,Phoenix,F
1523154,16,8,1990,New York,F
3607010,15,8,1980,Greensboro,M
4517498,26,8,1984,East Granby,F
9148059,20,8,1998,Clearwater,M
6633191,3,6,1986,Philadelphia,M
3127647,21,9,1998,East Granby,F
9721366,18,9,1991,Los Angeles,F
4294179,8,6,1988,Bartow,M
5537944,13,8,1992,Yucaipa,F
6060043,26,4,1981,Middletown,M
8344041,10,9,1993,Louisville,F
4730667,14,6,1985,Arcadia,M
9284213,28,4,1978,Lake Forest,M
1237008,11,6,1998,Abington,M
3382450,16,4,1998,New York,M
5597015,15,4,1996,Rockville,M
1094503,22,6,1991,Philadelphia,M
9870675,15,11,1992,Lake Forest,M
6037806,30,9,1986,Wyckoff,F
3464204,22,4,1975,Abington,M
5778181,14,11,1993,New York,F
8309013,5,8,2002,Wyckoff,M
4462927,27,9,1975,Columbus,M
4328219,15,9,2002,Peoria Heights,M
4373032,22,6,1998,Cockeysville,F
6814993,5,8,1973,East Granby,M
5624561,22,11,1974,Pittsburgh,M
584090,7,9,1985,Greensboro,M
8679284,5,11,1997,Pittsburgh,M
1870627,17,8,1986,Pittsburgh,M
6766594,18,9,1991,Weehawken,F
5415734,29,6,1986,Weehawken,F
9662432,12,6,1982,New York,M
7420603,12,9,1989,Charleston,M
5066317,17,8,1966,East Granby,M
2592236,27,6,1988,Bartow,M
5700734,10,4,1968,Philadelphia,M
3519616,10,8,1991,Philadelphia,M
3763058,4,11,1995,Weirton,M
2817712,27,9,1993,Charleston,F
7797772,20,4,1997,Phoenix,F
5162681,25,11,1996,Los Angeles,M
8177773,21,8,1978,Middletown,M
3764752,18,11,1992,Middletown,M
4145611,13,11,1975,Peoria Heights,M
6739150,25,9,1995,New York,M
8310831,7,8,2000,Denver,F
6201118,19,11,1970,Wyckoff,M
4387467,27,4,1992,East Granby,M
5740235,19,4,1984,Middletown,F
8846732,23,4,1952,Weirton,F
5379130,20,8,1995,Lawrence Township,M
7493868,4,9,1987,Denver,M
4264503,27,6,1997,Charleston,M
791917,11,9,1993,Los Angeles,M
9849821,4,6,1974,Colorado Springs,M
2273537,17,11,1997,Charleston,F
1084316,8,6,1991,Houston,
9581709,21,4,1957,Lake Forest,M
9584630,7,8,1956,Middletown,F
852509,4,6,1993,Phoenix,M
591781,28,8,1988,East Granby,M
4024896,11,4,1984,Colorado Springs,F
8203025,19,4,1983,East Granby,M
1624713,10,9,1989,Houston,M
3194187,10,9,1979,Los Angeles,M
5613927,16,4,1969,Charleston,M
9164764,3,4,1988,Charleston,F
4591599,12,6,1991,Bartow,F
1728738,20,4,1997,Cockeysville,M
3802767,1,8,1989,Weirton,M
5253421,6,11,1989,Clearwater,M
6165495,1,11,1988,Philadelphia,M
803629,4,6,1981,New York,M
3321326,2,8,1990,Phoenix,M
8398920,9,9,1960,Colorado Springs,M
7001876,2,11,1985,Clifton Park,M
3207746,13,8,1993,Voorhees,M
2406317,8,9,1989,East Granby,F
8678750,2,11,1981,Philadelphia,M
7012513,22,11,1997,Denver,M
704318,19,6,1986,Philadelphia,M
2847917,26,4,1977,New York,F
9939110,23,6,1978,Lawrence Township,M
5770842,27,8,1984,Rockville,M
9111605,29,8,1987,East Granby,F
6433780,10,9,1996,Phoenix,F
393824,14,9,1975,Yucaipa,M
8638637,21,6,1984,Bartow,F
7728760,6,11,1985,Phoenix,F
4732321,5,9,1981,Windsor Mill,F
5973033,25,6,1992,Weehawken,M
871461,11,6,1993,New York,M
2608532,9,8,1987,Weirton,M
2679750,22,11,1986,Peoria Heights,M
2142116,24,9,1960,Philadelphia,F
6619485,15,8,1979,Lake Forest,M
6105964,29,9,1982,Bartow,F
2052566,29,4,1991,Weirton,M
3256107,6,8,1971,Charleston,F
4883314,6,11,1993,Columbus,M
5376853,13,11,1985,Clifton Park,F
2300594,17,4,1968,Yucaipa,M
1176254,29,11,1986,Ocala,F
5734210,4,8,1982,Los Angeles,M
424002,10,8,1967,Weirton,M
258130,18,11,1997,Pittsburgh,F
706756,29,6,1994,Charleston,M
4497151,18,6,1989,Los Angeles,F
8049282,22,6,1987,East Granby,M
9257220,18,11,1984,Lake Forest,M
4778709,17,9,1994,New York,M
8120314,5,6,1976,Charleston,
9102472,16,9,1977,Columbus,F
3052966,25,11,1998,Pittsburgh,M
6420991,18,11,1953,Los Angeles,M
2326803,14,6,1996,Charleston,M
7071888,20,6,1997,Pittsburgh,M
9465767,23,11,2003,Colorado Springs,M
9606134,25,4,1992,Philadelphia,M
3818499,6,9,1954,Phoenix,M
7448722,6,9,1984,Indianapolis,M
2945104,22,9,1965,Phoenix,M
4179414,10,4,1988,Phoenix,F
8267033,19,9,1975,New York,M
3572818,15,9,1988,Rochester,M
1150628,17,11,1994,Fairfield,F
1643457,20,6,1973,Los Angeles,F
530079,17,9,1991,Fairfield,M
9705948,18,8,1983,Charleston,M
6046090,2,4,1992,New York,M
5022985,16,6,1946,Lawrence Township,M
3088054,29,6,1987,Rochester,M
9334085,21,4,1991,White Plains,M
9873220,22,9,1992,Columbus,M
4740619,19,9,1988,East Granby,M
575715,27,4,1989,Rochester,M
3801192,16,4,1977,Lawrence Township,M
5372150,12,9,1980,Charleston,M
3902151,19,9,1987,Bartow,M
8523616,1,6,1953,Houston,M
1586045,11,4,1987,Greensboro,F
1488669,5,11,1992,Seattle,M
6908577,25,6,1987,Clearwater,M
5622814,2,8,1946,Houston,M
1019047,21,8,1991,Cockeysville,F
323406,4,4,1959,New York,M
1096656,30,9,1992,Greensboro,F
8970226,30,4,1993,Windsor Mill,M
8723294,18,9,1991,Peoria Heights,M
224412,7,4,1992,Philadelphia,M
2703271,20,9,1982,Charleston,M
6783286,8,9,1980,Weirton,M
6014271,4,9,2000,Charleston,
4816461,7,11,1984,Houston,M
8717189,15,8,1982,Windsor Mill,M
3113622,16,9,2002,Peoria Heights,M
8272166,6,9,1996,Charleston,M
4766683,29,11,1983,Cockeysville,M
7644279,1,4,1995,Ocala,M
7463828,25,4,1990,New York,M
4033284,15,6,1976,Rochester,M
6665888,18,4,1993,Vernon Rockville,M
1478774,11,9,1988,Denver,F
6987446,9,4,1945,East Granby,F
8612575,14,11,1978,Louisville,M
4722417,3,8,1984,Rockville,M
1585863,25,4,1981,Los Angeles,M
5300111,15,11,1985,Windsor Mill,F
6517364,17,6,1984,New York,M
5950438,24,9,1976,Colorado Springs,F
3755189,1,6,1994,Rockville,F
3442900,19,9,1995,East Granby,M
9338845,7,11,1994,Pittsburgh,M
3547789,30,9,1974,Charleston,M
9193175,2,6,1992,Vernon Rockville,M
4270537,19,11,1993,East Granby,M
2886447,21,6,1992,Lake Forest,M
600749,15,6,1985,New York,M
2776020,10,8,1998,Rockville,M
7822300,5,11,1984,Cockeysville,M
9939310,24,8,1986,White Plains,F
4126307,12,9,1967,Los Angeles,M
3954369,9,4,1986,Houston,M
5386391,17,8,1996,New York,M
6619429,10,6,1978,Charleston,M
4254050,14,11,1989,Denver,M
1825511,16,9,1998,Charleston,M
107472,15,4,1969,New York,M
485000,23,6,1984,Charleston,M
4804871,22,6,1989,Louisville,M
9673920,14,4,1975,Rochester,M
1828354,22,4,1994,Rockville,F
1961497,26,9,1989,Philadelphia,M
2280090,17,11,1986,Clearwater,F
5622316,18,8,1976,Weirton,M
8893474,29,6,1980,Pittsburgh,F
593527,5,6,1957,Columbus,F
5617584,23,9,1985,Cockeysville,M
2288470,19,9,1991,Lake Forest,M
3070744,22,6,1955,Arcadia,F
6232434,2,8,1977,Charleston,F
6296800,19,9,1991,Greensboro,M
4065929,20,11,1972,Houston,M
496378,11,9,1978,Yucaipa,M
5170190,17,11,1983,Philadelphia,M
7982170,30,9,1987,Houston,M
5487617,4,6,1989,Colorado Springs,M
1659273,25,11,1985,Rochester,M
8808369,8,4,1998,Weirton,F
3599032,22,8,1991,Cockeysville,F
4902765,25,9,1991,New York,M
2785168,18,9,1983,East Granby,
9529973,7,4,1980,Charleston,M
8193936,18,4,1965,Los Angeles,M
6444986,17,11,1989,Philadelphia,M
5723637,30,6,1997,Charleston,M
1875962,13,4,1998,New York,F
1206343,6,4,1978,Los Angeles,M
9651679,17,8,1984,Columbus,M
162257,9,11,1991,New York,M
2879485,29,9,1993,Los Angeles,M
2472656,16,4,1973,Los Angeles,M
65048,2,6,1977,Philadelphia,M
7363754,8,8,1983,Houston,F
686711,5,8,1998,East Granby,F
6733942,15,8,1988,Peoria Heights,M
1936489,15,4,1990,Cockeysville,M
4935537,3,6,1963,New York,M
1597429,2,11,1987,Los Angeles,M
6841877,26,8,1991,Vernon Rockville,M
3234466,14,9,1992,Peoria Heights,M
4494286,13,9,1959,White Plains,M
4404867,15,4,1980,White Plains,M
7206013,6,11,1988,White Plains,M
3669919,16,4,1974,Phoenix,M
9824090,30,6,1994,Philadelphia,F
4509542,29,6,1992,Weehawken,M
7120242,19,4,1994,New York,F
8485841,16,4,2003,Ocala,M
6494113,10,8,1990,Phoenix,M
1241047,22,9,2003,Pittsburgh,M
1197089,19,9,1978,Columbus,M
6908333,7,4,1987,Houston,M
3247619,12,11,1996,Middletown,F
4134454,26,11,1998,Clearwater,M
2201879,17,4,1976,Rochester,M
9622434,18,6,1987,Arcadia,M
9633924,2,11,1996,Arcadia,M
7334662,24,8,1990,Weehawken,M
9230393,26,11,1991,Philadelphia,F
5019568,15,9,1959,Greensboro,F
8288654,14,11,1963,Fairfield,M
9565301,24,6,1979,Louisville,M
5019193,26,6,1998,Charleston,M
3167693,13,8,2002,Windsor Mill,M
5765830,27,8,1976,Fairfield,M
2327854,8,9,1998,Pittsburgh,M
502418,25,8,1978,New York,M
1618336,11,11,1990,Weirton,M
6975488,9,9,1954,Rockville,F
401192,18,8,1993,Clifton Park,
6975021,8,4,1967,Pittsburgh,M
4957460,22,9,1994,Los Angeles,M
9386829,28,4,1966,Windsor Mill,M
5353106,27,9,1993,New York,M
2165703,16,9,1991,Philadelphia,
4492662,25,4,1986,Philadelphia,F
6472629,19,4,1985,Denver,M
8087938,6,11,1952,New York,M
2313367,10,6,1992,Colorado Springs,M
1674761,28,6,1989,Philadelphia,M
8319901,10,11,1990,Houston,M
2859484,27,8,1997,Vernon Rockville,M
5883561,12,11,1990,Denver,M
9166910,2,11,1982,Philadelphia,M
6244110,20,9,1993,Clifton Park,M
8509127,1,8,1984,Columbus,F
8313795,4,4,1985,Bartow,M
8036385,17,9,1952,Charleston,M
3554674,5,4,1985,East Granby,M
4394459,28,6,1988,Lawrence Township,M
6424888,4,8,1984,Columbus,M
2442949,18,6,1984,Weirton,M
6998655,4,8,1987,Middletown,M
8676220,3,8,1993,Bartow,F
8386890,2,8,1997,Lawrence Township,F
9117777,17,11,1979,Clifton Park,M
6122780,28,6,1993,East Granby,M
8734896,30,4,1998,New York,M
4682666,10,4,2000,Voorhees,M
5229973,21,4,1984,Phoenix,M
8826657,24,9,1974,Weirton,M
9583389,12,9,1974,New York,M
5949088,3,4,1987,Peoria Heights,M
3399241,19,8,1991,Charleston,M
6730718,16,6,1976,New York,F
3463284,25,11,1988,Greensboro,M
9414717,25,4,1976,Clifton Park,M
2169109,3,6,1979,Columbus,M
3242365,29,11,1985,Ocala,F
8661876,3,11,1998,Charleston,M
3179852,25,6,1991,White Plains,M
8264923,7,8,1982,Philadelphia,M
1760534,29,11,1982,New York,F
9164740,8,6,1950,Clearwater,M
7265082,9,6,1990,Vernon Rockville,F
441388,13,6,1980,Yucaipa,F
9264340,1,9,1989,Wyckoff,M
8892659,30,6,1991,New York,M
2416329,13,4,1984,Vernon Rockville,M
3301616,29,4,1983,Pittsburgh,M
1252007,14,8,1973,East Granby,M
9348269,12,6,1980,Bartow,M
2143374,27,4,1994,Columbus,M
