user_id,product,intervals,purchase_date,voucher
6055888,6M,1,11/13/2018 11:30,50.0
2061190,12M,1,7/13/2018 10:43,50.0
9953717,1M,2,12/1/2018 17:29,50.0
8878247,3M,6,2/1/2018 13:26,20.0
3943077,12M,1,12/5/2018 11:48,20.0
965269,6M,2,11/15/2018 11:30,50.0
5960497,12M,1,1/16/2018 15:50,50.0
67618,12M,1,7/19/2018 13:01,
1846995,12M,1,12/2/2018 19:59,50.0
9306973,12M,1,9/26/2018 14:12,
1378053,12M,1,11/3/2018 10:13,
2599080,1M,1,12/8/2018 18:03,
2530167,12M,1,6/23/2018 15:30,
7597479,12M,1,11/10/2018 10:29,50.0
5512455,12M,2,2/24/2018 12:41,30.0
5192069,6M,1,2/22/2018 11:02,30.0
5314835,3M,5,9/13/2018 13:29,50.0
3496159,6M,2,6/8/2018 15:18,50.0
2531525,6M,2,11/23/2018 13:39,50.0
8993127,3M,6,2/15/2018 10:46,
8760831,3M,1,10/30/2018 15:10,50.0
970439,3M,1,12/8/2018 9:23,20.0
1403407,3M,3,11/25/2018 14:25,
4786735,1M,1,5/13/2018 11:44,50.0
6758090,12M,1,10/31/2018 14:36,
9423626,12M,1,10/24/2018 12:56,50.0
1508469,3M,5,8/11/2018 10:12,20.0
132244,12M,1,7/6/2018 12:50,
2838202,3M,3,11/20/2018 11:00,50.0
464758,6M,1,10/31/2018 11:37,30.0
5525820,12M,1,9/25/2018 11:33,
1897158,12M,2,9/7/2018 12:44,50.0
8144601,12M,1,9/7/2018 15:34,
4207594,12M,1,9/11/2018 14:00,50.0
2383839,6M,3,12/1/2018 18:43,30.0
7057466,6M,2,12/2/2018 10:52,
7524620,3M,1,3/4/2018 9:03,50.0
6102880,3M,1,10/17/2018 14:12,20.0
953608,12M,1,2/22/2018 12:51,50.0
7123992,1M,2,6/24/2018 14:33,20.0
8761269,12M,1,12/8/2018 15:23,30.0
1096146,6M,2,4/28/2018 14:39,30.0
9148572,12M,1,12/15/2018 15:00,20.0
1821362,12M,1,7/24/2018 10:49,
2190176,3M,2,11/23/2018 13:51,50.0
4139620,3M,1,6/22/2018 12:50,50.0
1659308,1M,1,12/8/2018 9:28,
9598593,12M,1,8/26/2018 12:41,
582836,12M,1,7/4/2018 12:25,50.0
631105,12M,1,5/5/2018 15:47,20.0
9302614,3M,1,8/5/2018 16:43,50.0
8884585,3M,3,6/12/2018 13:12,20.0
7669820,12M,1,11/22/2018 14:04,50.0
8356406,6M,2,12/5/2018 10:38,30.0
3694541,6M,1,3/14/2018 14:51,
4228889,3M,1,9/25/2018 14:08,
4487799,12M,2,5/25/2018 15:54,30.0
9610063,3M,1,12/5/2018 15:15,50.0
4260123,3M,5,12/8/2018 9:20,
7543014,12M,1,9/28/2018 16:24,
4834852,6M,2,3/10/2018 16:16,30.0
8934987,12M,1,11/27/2018 16:19,20.0
7807103,12M,1,6/2/2018 11:02,20.0
7768881,3M,4,12/22/2018 10:29,
3005363,12M,1,7/28/2018 16:06,
9794497,3M,1,5/23/2018 14:11,20.0
2173946,12M,1,6/5/2018 13:08,50.0
7623213,1M,5,5/11/2018 13:20,30.0
2093622,12M,2,5/20/2018 10:30,20.0
5984419,1M,1,9/9/2018 10:37,
4566955,3M,4,12/17/2018 13:49,30.0
3328199,1M,10,5/10/2018 15:31,
587347,3M,5,12/5/2018 13:00,50.0
4963443,12M,1,9/12/2018 14:54,20.0
7038721,3M,3,6/14/2018 11:53,
7908458,3M,7,5/15/2018 12:46,50.0
6733379,3M,6,10/4/2018 12:22,
2041099,12M,1,6/30/2018 15:56,20.0
3341819,1M,2,8/22/2018 11:58,50.0
1679383,1M,15,10/4/2018 14:33,30.0
6814550,1M,2,3/25/2018 12:57,50.0
5306208,3M,2,7/29/2018 16:00,50.0
8282735,6M,2,4/21/2018 13:11,50.0
1011438,6M,2,5/6/2018 15:47,50.0
6320405,12M,1,10/7/2018 12:25,30.0
8985941,3M,1,1/24/2018 13:46,50.0
356278,6M,1,5/12/2018 18:55,50.0
1794379,1M,3,4/14/2018 13:59,50.0
9162751,3M,7,10/12/2018 13:15,
6137415,12M,1,10/2/2018 12:30,
2547289,1M,2,12/5/2018 11:49,
3003423,3M,2,10/12/2018 16:40,50.0
9760008,3M,3,2/23/2018 9:14,50.0
3869508,12M,1,11/10/2018 14:38,50.0
1983779,3M,7,10/16/2018 15:56,20.0
5731054,1M,3,10/20/2018 12:43,50.0
111907,3M,6,12/5/2018 11:57,
4168230,6M,3,9/12/2018 11:25,20.0
1038554,3M,5,7/20/2018 16:17,
8653620,3M,1,11/11/2018 10:01,30.0
7746386,3M,1,6/24/2018 15:45,
1356857,12M,1,11/3/2018 12:45,30.0
9385177,12M,1,5/17/2018 13:35,50.0
3267522,1M,5,1/24/2018 16:05,
4469211,12M,2,6/26/2018 13:45,30.0
4977822,6M,2,8/5/2018 12:37,
7564874,12M,1,10/14/2018 11:55,20.0
9357344,1M,3,5/19/2018 17:13,
7170946,1M,2,9/19/2018 12:19,
3725449,6M,2,12/1/2018 14:32,20.0
1297089,6M,2,11/29/2018 15:08,50.0
5143906,12M,2,3/23/2018 12:39,50.0
6180129,12M,1,12/3/2018 11:36,20.0
3066528,12M,1,7/6/2018 16:29,
8592765,3M,5,12/5/2018 11:13,50.0
4866202,3M,2,11/20/2018 15:35,50.0
4763811,6M,2,3/28/2018 15:49,
7529619,1M,6,6/16/2018 12:05,30.0
198523,12M,1,11/6/2018 12:20,30.0
4779385,12M,1,10/25/2018 12:06,20.0
1445048,6M,1,9/12/2018 14:22,
9410387,3M,4,11/25/2018 16:14,
7869496,12M,1,11/30/2018 10:54,50.0
5742604,3M,2,2/28/2018 10:40,20.0
3251909,1M,1,8/30/2018 10:31,20.0
4687335,3M,1,9/23/2018 13:11,50.0
6244694,6M,2,12/7/2018 15:28,50.0
9570415,3M,7,9/2/2018 9:34,20.0
3188796,3M,1,11/30/2018 14:17,50.0
6055970,12M,1,3/17/2018 18:18,50.0
6900381,6M,1,12/14/2018 16:39,
9467141,1M,2,1/30/2018 15:48,30.0
9673307,3M,1,12/9/2018 14:15,
5366159,3M,1,1/7/2018 14:31,30.0
4739421,12M,1,11/27/2018 13:29,30.0
4081227,3M,1,1/17/2018 17:54,50.0
9363505,6M,2,12/7/2018 16:47,20.0
1871195,6M,1,3/24/2018 12:53,50.0
5133270,3M,5,10/3/2018 13:46,50.0
6385977,6M,1,1/10/2018 9:43,30.0
9182419,12M,2,2/6/2018 12:48,
4804004,12M,1,12/7/2018 10:35,50.0
1262922,3M,4,9/18/2018 12:40,
8900980,1M,7,4/8/2018 15:49,30.0
434562,3M,4,2/1/2018 11:31,50.0
124741,3M,2,3/27/2018 10:54,50.0
7745105,12M,2,7/7/2018 16:30,
2368996,3M,2,6/6/2018 10:06,
7863835,3M,6,8/11/2018 15:56,
2780691,1M,2,12/6/2018 14:31,50.0
7384164,3M,2,4/4/2018 12:29,
4579812,3M,4,6/3/2018 16:45,20.0
8560345,3M,1,1/11/2018 10:38,50.0
7408333,3M,6,9/20/2018 12:31,50.0
2946376,3M,1,1/6/2018 12:58,50.0
6305599,3M,2,8/25/2018 15:04,
3125699,12M,1,10/19/2018 13:58,
7687193,6M,1,6/2/2018 14:15,50.0
8780661,3M,3,6/28/2018 15:44,30.0
9527667,3M,4,11/20/2018 11:37,30.0
5253551,6M,2,6/8/2018 10:45,50.0
9627950,12M,1,5/27/2018 13:32,
5164120,3M,1,2/23/2018 11:10,
5038641,12M,1,5/19/2018 10:16,20.0
2194379,6M,2,5/19/2018 16:04,50.0
7348441,6M,2,12/1/2018 14:32,
5445365,12M,1,5/27/2018 13:34,50.0
2413177,12M,2,8/19/2018 10:05,
6562166,1M,1,6/10/2018 11:29,20.0
3276380,12M,1,10/21/2018 12:25,
122484,1M,6,11/14/2018 15:27,20.0
1257008,1M,3,9/25/2018 11:38,
6828836,12M,1,1/19/2018 11:51,20.0
4854144,12M,1,11/11/2018 10:41,50.0
7945840,3M,1,10/17/2018 11:27,50.0
1327324,3M,5,12/15/2018 12:08,20.0
6554511,3M,1,1/9/2018 12:51,20.0
309692,3M,5,11/21/2018 16:50,
6663258,12M,2,3/7/2018 17:22,50.0
5390404,3M,2,11/22/2018 11:14,30.0
7549548,3M,6,8/4/2018 10:43,
1622682,1M,2,2/15/2018 9:46,20.0
5883961,1M,15,11/22/2018 15:41,50.0
5139896,3M,5,9/13/2018 16:05,30.0
531031,12M,1,12/16/2018 15:47,50.0
1307664,3M,2,6/12/2018 13:17,
5962069,12M,1,11/6/2018 14:08,
6907926,12M,1,12/7/2018 16:56,30.0
7350845,1M,16,7/20/2018 16:12,30.0
6038937,3M,1,4/6/2018 14:53,50.0
1290481,6M,3,12/6/2018 16:57,30.0
9359135,12M,1,3/25/2018 12:21,30.0
1162827,3M,5,12/6/2018 16:21,50.0
9756260,1M,1,11/28/2018 12:36,50.0
9802157,3M,4,7/7/2018 10:36,50.0
2807738,3M,5,11/8/2018 17:21,
7005584,3M,3,2/7/2018 15:52,20.0
4433685,1M,1,11/11/2018 13:06,20.0
8045269,3M,2,11/30/2018 8:17,50.0
7377562,3M,1,10/17/2018 15:18,50.0
1897640,3M,3,9/30/2018 12:03,50.0
568607,3M,1,5/5/2018 15:56,20.0
2059776,6M,2,11/17/2018 14:29,30.0
9203346,12M,1,5/18/2018 16:26,
3189723,6M,2,11/13/2018 16:03,
9368829,12M,1,9/14/2018 11:50,
5756549,1M,1,3/21/2018 13:01,50.0
9649469,1M,7,9/2/2018 9:34,
5313146,3M,3,3/31/2018 9:38,
3951837,3M,5,6/27/2018 15:27,20.0
8323974,3M,4,5/6/2018 11:26,50.0
5107703,3M,6,3/17/2018 13:27,
8129648,12M,1,12/6/2018 12:23,20.0
4556391,6M,1,1/24/2018 12:08,
956697,12M,1,8/3/2018 15:28,50.0
2180250,3M,2,5/23/2018 9:43,
868411,1M,3,4/26/2018 9:50,
5137670,12M,2,12/15/2018 11:22,
5864885,1M,5,7/10/2018 11:34,50.0
9498104,12M,1,12/7/2018 15:32,30.0
7229528,12M,2,12/6/2018 14:30,50.0
778866,6M,1,11/15/2018 16:57,50.0
3033019,12M,1,2/28/2018 16:50,
8213140,12M,1,10/23/2018 16:13,
3984460,3M,1,8/15/2018 14:17,20.0
2783164,3M,2,5/11/2018 12:32,50.0
6478079,6M,2,7/6/2018 16:33,50.0
7884197,3M,5,9/15/2018 13:20,50.0
4508543,12M,1,4/28/2018 8:34,30.0
6903858,3M,3,5/5/2018 15:47,50.0
8501531,12M,1,12/2/2018 12:24,50.0
3255767,6M,2,3/22/2018 13:02,20.0
5715156,1M,7,12/15/2018 11:53,20.0
1801410,12M,1,5/6/2018 14:01,
4855578,3M,1,10/13/2018 15:50,30.0
2120263,3M,1,7/11/2018 10:33,
7135845,3M,6,6/29/2018 15:58,50.0
6225453,12M,1,6/30/2018 18:04,
3943553,1M,8,12/14/2018 10:51,
3404017,12M,1,6/23/2018 11:46,
8693350,12M,1,12/16/2018 16:05,30.0
5865915,3M,1,1/28/2018 10:47,50.0
1856827,6M,1,9/15/2018 15:30,30.0
2300328,3M,1,5/18/2018 9:37,20.0
7765485,3M,1,3/30/2018 12:15,20.0
5109858,12M,1,7/24/2018 11:55,50.0
4335560,1M,1,4/27/2018 11:12,50.0
5309096,6M,2,4/18/2018 13:49,50.0
1911476,12M,1,3/28/2018 12:13,50.0
8988966,3M,1,10/11/2018 12:05,
1200261,3M,1,12/3/2018 11:35,
647002,3M,2,7/25/2018 16:57,50.0
5244286,12M,1,11/4/2018 10:11,30.0
4773705,3M,2,1/9/2018 11:12,
572353,3M,6,11/6/2018 13:53,50.0
7190569,3M,3,11/23/2018 13:46,20.0
1807969,3M,7,7/15/2018 14:05,20.0
7295820,1M,1,9/22/2018 14:13,
8382436,12M,2,2/11/2018 11:40,20.0
6558747,3M,2,9/15/2018 10:31,50.0
1157384,12M,1,11/22/2018 15:43,30.0
3050460,1M,2,1/31/2018 14:59,20.0
2156277,3M,6,10/16/2018 11:58,
9570373,3M,4,11/23/2018 11:47,
6476572,1M,1,1/20/2018 19:16,
7665163,1M,8,11/29/2018 16:31,50.0
3352412,3M,7,10/5/2018 9:57,
1199618,3M,1,7/8/2018 16:17,
9228183,3M,2,7/20/2018 16:12,30.0
3108597,12M,1,5/16/2018 16:22,50.0
9282411,3M,1,9/25/2018 13:32,20.0
7695004,3M,5,12/4/2018 13:00,20.0
3712573,3M,3,3/16/2018 12:12,50.0
1926126,6M,1,9/12/2018 15:32,20.0
1546828,3M,6,4/18/2018 10:04,20.0
7656279,3M,1,6/22/2018 15:07,
966555,3M,1,9/22/2018 17:56,30.0
3192319,1M,1,9/25/2018 13:08,50.0
9940922,12M,1,9/14/2018 13:12,50.0
5520971,6M,2,12/4/2018 12:32,
680079,3M,1,2/23/2018 11:10,50.0
1366237,3M,2,1/10/2018 15:51,30.0
8743743,6M,2,3/28/2018 14:33,
4554155,12M,1,8/28/2018 14:39,50.0
9393526,3M,7,3/22/2018 15:52,50.0
7544841,3M,5,12/9/2018 14:09,50.0
5562318,1M,7,11/27/2018 15:59,30.0
8423171,12M,1,2/25/2018 12:48,
9259519,1M,2,6/14/2018 13:15,30.0
6756586,12M,1,10/20/2018 13:07,30.0
2656660,3M,1,11/3/2018 10:05,
6981342,3M,1,6/12/2018 9:56,
2119284,12M,1,2/22/2018 16:28,30.0
7851626,1M,7,9/5/2018 12:00,20.0
2832620,6M,2,7/14/2018 16:46,20.0
6953864,6M,1,10/12/2018 16:40,50.0
3866004,1M,2,9/1/2018 14:26,30.0
807039,3M,4,10/28/2018 16:10,
6398415,3M,6,11/24/2018 9:26,
746564,3M,6,6/23/2018 14:35,30.0
8205017,3M,5,10/6/2018 19:49,20.0
2887707,12M,1,11/2/2018 14:04,50.0
2607843,3M,1,9/15/2018 10:31,20.0
2489098,12M,2,10/5/2018 12:58,
3820958,6M,1,2/8/2018 14:06,
9862479,3M,5,10/19/2018 10:59,
775904,12M,1,2/10/2018 11:40,50.0
9513444,1M,6,9/30/2018 13:09,30.0
74784,3M,7,11/16/2018 15:38,50.0
7095383,12M,2,10/2/2018 13:01,50.0
2062682,3M,3,11/3/2018 9:20,30.0
4886821,12M,2,2/22/2018 16:28,50.0
5836328,6M,2,12/5/2018 16:28,20.0
4150460,1M,4,3/3/2018 9:10,
9726610,6M,2,5/19/2018 14:05,50.0
2010827,3M,4,8/7/2018 12:05,50.0
7037095,12M,1,6/9/2018 15:34,
1246049,6M,2,11/27/2018 14:40,30.0
2668772,12M,1,12/17/2018 17:23,50.0
349839,3M,3,6/14/2018 17:25,
6274960,12M,1,5/31/2018 14:34,
1775105,12M,1,11/23/2018 10:55,50.0
7265991,6M,1,3/6/2018 14:50,20.0
724470,3M,1,11/6/2018 14:45,30.0
5119264,3M,4,12/5/2018 17:28,50.0
1186859,3M,5,6/15/2018 13:05,
2581428,12M,1,4/18/2018 13:58,
5861122,3M,4,1/31/2018 9:48,
5105457,3M,7,2/22/2018 16:28,
6320580,6M,3,9/28/2018 10:09,50.0
7258771,1M,2,1/31/2018 12:34,
6394173,1M,2,1/28/2018 14:53,50.0
2020518,6M,2,11/29/2018 15:09,50.0
1176408,3M,3,6/6/2018 9:01,
5317841,3M,1,1/31/2018 10:31,20.0
4893543,3M,2,5/19/2018 12:24,50.0
1197627,12M,1,4/4/2018 15:54,50.0
8433785,12M,1,11/18/2018 12:47,20.0
9909778,12M,1,5/5/2018 11:53,30.0
1259318,6M,3,11/14/2018 15:27,20.0
5884578,12M,1,10/6/2018 15:46,50.0
9719701,12M,1,3/17/2018 18:18,50.0
973883,3M,4,10/13/2018 12:38,
8834857,12M,1,12/6/2018 9:58,
9991011,1M,9,12/8/2018 18:42,50.0
5683286,3M,3,8/4/2018 16:32,
3464170,1M,2,6/19/2018 15:13,20.0
1234985,12M,1,9/14/2018 12:04,50.0
3988818,1M,3,3/23/2018 15:40,50.0
2976585,12M,2,11/24/2018 15:01,50.0
471160,12M,1,2/2/2018 16:01,20.0
7350251,3M,3,9/28/2018 12:22,50.0
4995586,1M,1,1/20/2018 12:29,50.0
6123647,3M,1,3/31/2018 11:25,
459088,12M,1,12/9/2018 16:52,
2940928,6M,3,8/18/2018 10:36,
8881897,3M,6,7/8/2018 8:48,20.0
583565,3M,5,1/21/2018 11:18,
1955021,3M,4,3/29/2018 13:45,20.0
6439770,6M,1,4/28/2018 10:20,20.0
2568427,12M,1,9/22/2018 18:10,50.0
9862933,12M,1,10/19/2018 12:10,
7843903,3M,1,7/8/2018 8:45,
9477094,3M,3,2/2/2018 14:39,50.0
5199908,1M,4,7/3/2018 11:26,50.0
7024939,6M,2,9/29/2018 13:35,30.0
3358839,12M,1,12/1/2018 14:32,50.0
1692892,3M,4,12/6/2018 13:42,
4432181,12M,1,3/3/2018 12:41,50.0
7458170,6M,1,2/9/2018 12:46,50.0
100679,12M,1,7/14/2018 9:23,50.0
1904192,3M,4,10/7/2018 12:11,
5533444,3M,7,10/19/2018 15:08,
7697978,12M,1,9/18/2018 11:51,30.0
5722715,6M,2,7/13/2018 10:33,50.0
8966360,6M,1,5/20/2018 14:06,50.0
1208771,3M,4,11/16/2018 15:23,30.0
2932769,12M,1,12/5/2018 11:58,50.0
684064,12M,1,1/17/2018 17:44,20.0
302141,1M,1,10/28/2018 16:10,50.0
9623504,3M,2,6/1/2018 12:54,30.0
9814119,3M,3,10/30/2018 15:35,
8277527,6M,1,2/25/2018 12:48,30.0
8431860,3M,1,12/8/2018 10:53,
7129372,3M,1,6/1/2018 14:57,30.0
2560189,12M,1,8/18/2018 9:45,30.0
4024308,3M,1,3/24/2018 13:16,30.0
3906101,12M,1,1/24/2018 9:28,50.0
5110065,3M,1,10/10/2018 13:30,
3197754,12M,1,5/26/2018 11:37,20.0
1611447,1M,3,2/21/2018 10:28,50.0
1376710,12M,2,12/13/2018 9:35,30.0
7584022,3M,4,11/3/2018 18:49,50.0
8003377,3M,2,8/22/2018 10:08,50.0
5015533,6M,1,11/8/2018 15:24,
1698443,1M,16,9/25/2018 13:23,50.0
1820223,12M,2,9/25/2018 12:25,20.0
7954401,12M,1,3/2/2018 9:03,
5100015,12M,1,12/6/2018 9:56,20.0
7829118,12M,1,11/15/2018 8:07,
1687619,12M,1,9/1/2018 16:41,50.0
5119586,6M,1,11/11/2018 15:49,
5689341,12M,1,4/14/2018 11:48,50.0
2917608,12M,1,6/15/2018 15:41,30.0
6750844,1M,4,8/21/2018 14:00,50.0
9393186,1M,2,12/6/2018 10:00,50.0
4446503,3M,2,6/15/2018 12:21,30.0
8489297,1M,5,4/1/2018 11:34,30.0
1628925,3M,1,1/14/2018 14:39,
9761913,3M,2,8/3/2018 12:10,
2995794,3M,4,12/14/2018 11:48,50.0
5554781,6M,1,9/28/2018 10:54,
1177677,1M,1,6/20/2018 10:34,20.0
8415358,6M,1,11/21/2018 10:35,
9233590,12M,1,10/10/2018 12:26,50.0
7959874,3M,1,12/5/2018 17:28,50.0
1796663,12M,1,7/15/2018 16:27,20.0
3830501,3M,1,8/8/2018 15:42,50.0
8637761,3M,4,5/26/2018 13:46,
7386864,3M,1,12/5/2018 13:34,
3869337,1M,1,9/1/2018 18:07,
2322713,6M,2,11/10/2018 11:55,
4339669,3M,1,2/21/2018 8:50,
5506309,12M,1,6/30/2018 15:56,30.0
4731956,3M,3,9/16/2018 11:23,30.0
4174936,12M,1,11/13/2018 13:01,
61046,3M,1,7/14/2018 16:46,50.0
7120089,12M,1,4/21/2018 18:22,30.0
1304445,12M,1,10/19/2018 11:52,30.0
4198890,3M,1,12/9/2018 9:38,
7219582,3M,1,9/5/2018 12:06,
6716970,12M,1,12/6/2018 13:13,50.0
959989,1M,16,2/21/2018 10:28,30.0
8039805,12M,1,5/12/2018 18:49,20.0
2538893,12M,1,1/23/2018 14:59,
9552492,3M,5,11/24/2018 13:57,
1724077,3M,7,5/24/2018 12:57,20.0
6958878,12M,1,5/15/2018 12:35,
3623389,3M,5,7/11/2018 16:21,50.0
3245949,3M,4,8/24/2018 12:54,30.0
3951192,12M,1,9/4/2018 12:09,30.0
2547188,3M,5,3/30/2018 11:48,
1635350,3M,4,5/17/2018 14:57,
6248599,3M,2,12/5/2018 15:12,20.0
151794,3M,7,12/5/2018 17:24,50.0
5619001,3M,4,10/26/2018 11:08,50.0
7423421,6M,1,11/21/2018 16:10,
1926390,3M,4,11/20/2018 11:28,30.0
7636322,3M,1,12/21/2018 15:22,
9059230,12M,1,5/13/2018 10:22,
2818183,3M,1,8/9/2018 14:18,20.0
4462747,6M,3,12/13/2018 15:34,
7142035,12M,1,1/17/2018 17:48,50.0
3355482,1M,11,12/7/2018 14:12,
506432,6M,2,5/16/2018 13:35,30.0
969263,1M,5,6/27/2018 15:04,50.0
9621043,6M,3,2/2/2018 12:09,
333393,3M,1,2/8/2018 14:35,
4173411,3M,4,8/30/2018 13:42,30.0
6231364,3M,6,12/10/2018 12:14,50.0
7475262,3M,7,12/6/2018 12:34,50.0
4955652,3M,7,10/24/2018 12:44,
4490717,3M,1,4/18/2018 10:04,50.0
8550916,3M,1,1/20/2018 15:01,30.0
1011586,12M,1,12/4/2018 11:45,
141017,6M,2,5/6/2018 15:54,
5623533,6M,1,2/11/2018 11:46,20.0
4185766,1M,15,10/31/2018 13:58,50.0
7737675,12M,2,10/5/2018 12:51,30.0
1499121,3M,2,3/14/2018 12:15,30.0
8834708,12M,1,1/17/2018 11:28,30.0
1530419,6M,1,10/24/2018 9:55,50.0
1444707,3M,1,10/10/2018 13:54,
3021334,12M,1,8/21/2018 15:17,50.0
3469435,12M,1,9/5/2018 10:12,50.0
7920715,3M,1,12/5/2018 14:45,
9600679,3M,6,10/13/2018 11:30,50.0
9107050,6M,1,1/14/2018 14:06,50.0
3253570,6M,1,2/20/2018 14:31,50.0
1449791,12M,1,6/1/2018 17:30,
5763752,3M,5,12/12/2018 11:46,30.0
7084292,6M,2,3/24/2018 13:25,20.0
7174310,3M,3,2/18/2018 11:54,50.0
9761664,3M,6,11/21/2018 15:18,50.0
3665556,3M,6,3/18/2018 12:35,
4828330,3M,1,7/25/2018 16:57,50.0
4274757,1M,7,2/27/2018 15:59,30.0
6885270,3M,1,7/11/2018 13:35,
1998860,3M,2,12/6/2018 16:57,50.0
4301313,12M,1,6/20/2018 15:27,20.0
1040531,1M,5,2/2/2018 17:06,50.0
5944990,12M,1,8/21/2018 15:49,
9473687,12M,1,8/30/2018 10:31,20.0
2942197,12M,2,6/9/2018 11:05,
3576438,12M,1,11/15/2018 10:13,30.0
4216564,3M,1,11/29/2018 15:39,50.0
8119342,12M,2,9/21/2018 12:14,20.0
5418185,6M,2,12/17/2018 17:08,50.0
4077096,6M,2,7/24/2018 11:25,30.0
2247637,6M,3,12/4/2018 13:59,20.0
4024862,6M,2,4/21/2018 10:55,
4423818,12M,1,6/19/2018 12:26,
7354793,12M,1,10/2/2018 13:26,30.0
3053640,1M,2,5/23/2018 10:13,
5064148,6M,1,12/4/2018 13:59,30.0
652534,12M,1,1/13/2018 9:30,
353178,6M,1,5/17/2018 12:47,30.0
2623382,1M,2,11/29/2018 16:33,50.0
6993505,12M,1,11/13/2018 12:19,50.0
5396668,1M,1,9/8/2018 15:41,20.0
6238841,3M,1,12/1/2018 8:52,20.0
4598630,12M,1,8/22/2018 13:32,50.0
7524331,1M,3,12/5/2018 11:12,30.0
3907605,3M,2,4/21/2018 15:25,50.0
8084582,12M,1,8/5/2018 17:12,30.0
1038780,12M,1,11/30/2018 13:29,
3457796,12M,1,12/4/2018 13:32,
1014730,12M,1,12/7/2018 15:31,50.0
7468605,3M,2,1/4/2018 11:34,50.0
1777934,3M,1,11/11/2018 14:52,20.0
4582807,12M,1,4/21/2018 18:06,
5912103,3M,7,8/30/2018 12:02,30.0
8033360,12M,1,2/7/2018 14:33,30.0
9767605,1M,10,8/21/2018 15:17,50.0
1715111,3M,1,5/16/2018 14:51,50.0
3996150,12M,1,7/20/2018 16:17,50.0
8294681,12M,1,2/8/2018 12:12,50.0
3750264,6M,1,2/8/2018 14:35,
108165,12M,1,10/31/2018 14:13,20.0
7228709,1M,2,1/21/2018 11:18,20.0
7161678,3M,1,12/9/2018 10:26,50.0
1030123,12M,1,5/29/2018 11:59,20.0
5909790,1M,2,12/17/2018 14:41,
923665,12M,2,5/10/2018 9:39,30.0
4867049,6M,3,10/9/2018 12:56,20.0
447866,12M,1,5/8/2018 15:15,20.0
8483437,6M,1,11/27/2018 16:05,20.0
5766899,12M,1,11/9/2018 10:14,
2256952,6M,1,10/31/2018 14:09,
7594010,1M,4,3/10/2018 10:03,50.0
2287513,12M,1,9/23/2018 15:50,
9138122,12M,1,1/7/2018 14:04,
1557526,3M,7,10/6/2018 16:17,
795493,12M,1,9/25/2018 13:42,20.0
6238406,3M,4,11/17/2018 14:17,50.0
8148139,1M,10,10/17/2018 12:41,50.0
1261217,3M,5,4/18/2018 16:37,
2956326,1M,2,11/30/2018 10:54,
1919723,12M,1,3/29/2018 15:30,50.0
4073622,3M,4,3/22/2018 11:28,30.0
9648384,3M,1,6/23/2018 10:52,20.0
8168727,3M,2,12/1/2018 19:42,30.0
468824,3M,2,11/24/2018 9:23,
5680066,12M,1,6/16/2018 11:30,
531965,3M,2,4/18/2018 10:41,50.0
3211511,6M,3,7/28/2018 15:36,
3040586,1M,1,4/7/2018 12:59,30.0
1003067,12M,1,8/30/2018 12:16,20.0
5100985,3M,2,11/15/2018 13:07,
9860181,3M,2,3/31/2018 19:54,
9058472,3M,1,9/21/2018 15:12,
9788543,3M,3,1/5/2018 11:30,
9797083,1M,8,7/31/2018 12:47,50.0
2617407,12M,1,7/17/2018 13:48,50.0
2218168,12M,1,1/14/2018 9:13,20.0
3058005,3M,1,12/6/2018 11:30,50.0
8801204,3M,1,4/5/2018 10:46,
6501024,12M,1,8/24/2018 16:13,20.0
100157,12M,1,12/14/2018 12:06,30.0
6505287,12M,2,12/9/2018 9:46,50.0
7571983,1M,14,7/8/2018 15:56,
3588124,12M,1,6/28/2018 16:03,50.0
9873333,6M,3,12/5/2018 13:49,
6363933,6M,2,2/22/2018 16:29,30.0
1264234,3M,1,11/14/2018 14:09,
1058470,3M,2,11/28/2018 15:31,50.0
5768045,12M,1,10/10/2018 9:14,
3112487,3M,1,10/20/2018 15:57,50.0
3977126,12M,1,10/27/2018 13:44,30.0
5290125,6M,3,12/6/2018 9:58,
6612673,3M,1,11/2/2018 11:37,20.0
61415,6M,3,8/9/2018 13:22,
3268359,12M,1,7/28/2018 12:28,20.0
5384238,12M,1,6/2/2018 11:33,20.0
3804095,12M,1,6/19/2018 11:44,20.0
8095562,3M,4,8/2/2018 14:31,30.0
6172358,1M,7,10/24/2018 11:51,
5785715,12M,1,12/13/2018 13:10,50.0
5013808,1M,13,5/13/2018 11:53,
6081997,6M,2,7/18/2018 10:28,
5091745,3M,1,9/29/2018 14:46,
7020481,3M,3,6/7/2018 13:37,50.0
3664358,3M,5,8/5/2018 17:12,30.0
5089663,12M,1,10/20/2018 9:28,50.0
3263968,3M,6,12/17/2018 17:17,50.0
9982204,6M,1,8/24/2018 16:13,50.0
3186001,3M,3,4/13/2018 12:57,
8421662,3M,2,8/4/2018 10:23,20.0
6209878,3M,6,11/28/2018 17:05,50.0
3476145,12M,1,3/14/2018 8:21,20.0
3305831,3M,7,6/23/2018 13:09,30.0
9047299,12M,1,11/16/2018 13:25,50.0
1350439,3M,5,8/11/2018 10:14,30.0
716289,12M,1,8/3/2018 15:38,
8561177,6M,2,4/13/2018 9:42,
3759900,6M,3,12/5/2018 9:04,
7386442,12M,1,11/9/2018 16:14,
2803885,1M,5,6/1/2018 16:17,50.0
1598186,6M,2,6/16/2018 14:46,
